,no,type,date,time,address,lat,lng,dist,year,times,totalSurv,month
580,1226,住宅竊盜,1051122,16~18,台北市南港區中研里研究院路2段12巷57弄31 ~ 60號,25.048363,121.614163,南港區,105,11,1,11
581,1227,住宅竊盜,1051122,22~24,台北市文山區景仁里景仁街77巷5弄1 ~ 30號,24.997706,121.538266,文山區,105,14,14,11
582,1228,住宅竊盜,1051123,16~18,台北市北投區八仙里承德路7段401巷1111 ~ 1140號,25.1163136,121.4802909,北投區,105,1,4,11
583,1229,住宅竊盜,1051123,22~24,台北市松山區南京東路5段123巷6弄1 ~ 30號,25.0530392,121.5610543,松山區,105,25,180,11
584,1230,住宅竊盜,1051124,07~09,台北市大同區光能里赤峰街12巷1 ~ 30號,25.055028,121.5196003,大同區,105,41,173,11
585,1231,住宅竊盜,1051124,10~12,台北市松山區松河街1 ~ 30號,25.0513317,121.5711251,松山區,105,28,109,11
586,1232,住宅竊盜,1051124,13~15,台北市大同區建明里京站百貨3樓,25.049311,121.517034,大同區,105,24,186,11
587,1233,住宅竊盜,1051125,01~03,台北市文山區明興里032鄰木柵路2段109巷121 ~ 150號,24.9909989,121.563163,文山區,105,14,59,11
588,1234,住宅竊盜,1051125,13~15,台北市大安區臨江里通化街39巷50弄91 ~ 120號,25.028809,121.5550388,大安區,105,38,81,11
589,1235,住宅竊盜,1051125,16~18,台北市萬華區武昌街2段121 ~ 150號,25.0457201,121.5028667,萬華區,105,10,58,11
590,1236,住宅竊盜,1051126,16~18,台北市中正區文北里泰安街6巷1 ~ 30號,25.0401584,121.5275469,中正區,105,7,12,11
591,1237,住宅竊盜,1051127,07~09,台北市北投區桃源里中央北路3段40巷31 ~ 60號,25.1392891,121.4849758,北投區,105,4,33,11
592,1238,住宅竊盜,1051127,10~12,台北市文山區樟林里007鄰光輝路31 ~ 60號,24.9847344,121.5552739,文山區,105,11,11,11
593,1239,住宅竊盜,1051128,07~09,台北市萬華區德昌街154巷1 ~ 30號,25.0241448,121.4959791,萬華區,105,28,10,11
594,1240,住宅竊盜,1051128,16~18,台北市大同區保安里哈密街59巷1 ~ 30號,25.0730457,121.5181453,大同區,105,18,269,11
595,1241,住宅竊盜,1051128,19~21,台北市松山區光復南路58巷1 ~ 30號,25.0454363,121.5555452,松山區,105,18,199,11
596,1242,住宅竊盜,1051129,04~06,台北市萬華區富福里中華路2段1 ~ 30號,25.0332109,121.5050616,萬華區,105,38,71,11
597,1243,住宅竊盜,1051129,19~21,台北市士林區天玉里4鄰天母西路41巷1弄1 ~ 30號,25.1186486,121.5272576,士林區,105,24,0,11
598,1244,住宅竊盜,1051130,22~24,台北市中正區忠勤里中華路2段313巷31 ~ 60號,25.0288008,121.5067246,中正區,105,37,85,11
599,1245,住宅竊盜,1051201,04~06,台北市大同區建明里重慶北路1段1 ~ 30號,25.049577,121.513627,大同區,105,21,226,12
600,1246,住宅竊盜,1051201,07~09,台北市中山區新生北路2段61 ~ 90號,25.0557922,121.5257418,中山區,105,41,154,12
601,1247,住宅竊盜,1051202,16~18,台北市文山區萬芳里007鄰萬芳路31 ~ 60號,24.9983539,121.5683772,文山區,105,6,11,12
602,1248,住宅竊盜,1051203,13~15,台北市中正區廈安里大浦街21巷1 ~ 30號,25.0322972,121.5051266,中正區,105,41,72,12
603,1249,住宅竊盜,1051204,04~06,台北市北投區稻香里稻香路31 ~ 60號,25.1392715,121.4901689,北投區,105,12,83,12
604,1250,住宅竊盜,1051204,07~09,台北市松山區撫遠街255巷1 ~ 30號,25.0609138,121.567307,松山區,105,16,56,12
605,1251,住宅竊盜,1051205,19~21,台北市中正區忠勤里中華路2段313巷1 ~ 30號,25.0281747,121.5059295,中正區,105,37,75,12
606,1252,住宅竊盜,1051206,01~03,台北市北投區一德里中央北路4段18巷1 ~ 30號,25.1359409,121.4784648,北投區,105,3,31,12
607,1253,住宅竊盜,1051206,13~15,台北市士林區葫蘆里延平北路5段285巷32弄1 ~ 30號,25.0857958,121.5087071,士林區,105,18,155,12
608,1254,住宅竊盜,1051206,19~21,台北市士林區天壽里5鄰天母西路22巷6弄1 ~ 30號,25.1178281,121.5270857,士林區,105,25,0,12
610,1256,住宅竊盜,1051207,13~15,台北市北投區關渡里知行路1 ~ 30號,25.118046,121.466701,北投區,105,3,35,12
611,1257,住宅竊盜,1051209,10~12,台北市松山區延壽街402巷2弄1 ~ 30號,25.0558985,121.5571323,松山區,105,14,104,12
612,1258,住宅竊盜,1051210,10~12,台北市大安區古莊里羅斯福路2段101巷31 ~ 60號,25.0248048,121.5260016,大安區,105,18,66,12
613,1259,住宅竊盜,1051214,13~15,台北市內湖區金龍路67巷1之1 ~ 30號,25.085342,121.592945,內湖區,105,12,0,12
614,1260,住宅竊盜,1051215,13~15,台北市中正區河堤里金門街12巷13弄1 ~ 30號,25.0224576,121.5231532,中正區,105,17,61,12
615,1261,住宅竊盜,1051215,13~15,台北市大安區芳和里樂業街94巷7弄1 ~ 30號,25.0211227,121.5510953,大安區,105,23,135,12
616,1262,住宅竊盜,1051216,16~18,台北市大安區黎元里安居街98巷1 ~ 30號,25.0192475,121.5527223,大安區,105,14,127,12
617,1263,住宅竊盜,1051216,16~18,台北市中山區錦州街31 ~ 60號,25.0604257,121.5264588,中山區,105,45,219,12
618,1265,住宅竊盜,1051216,22~24,台北市信義區泰和里吳興街600巷91 ~ 120號,25.0185995,121.5712728,信義區,105,3,2,12
619,1264,住宅竊盜,1051216,22~24,台北市內湖區江南街96巷1 ~ 30號,25.07728,121.577069,內湖區,105,11,0,12
620,1266,住宅竊盜,1051217,07~09,台北市內湖區民權東路6段151 ~ 180號,25.0690252,121.5946403,內湖區,105,9,0,12
621,1267,住宅竊盜,1051217,22~24,台北市大安區黎元里安居街84巷1 ~ 30號,25.0195569,121.5529996,大安區,105,17,127,12
622,1268,住宅竊盜,1051217,22~24,台北市大安區全安里和平東路3段119巷1 ~ 30號,25.0254821,121.5515097,大安區,105,33,127,12
623,1269,住宅竊盜,1051220,04~06,台北市內湖區民權東路六段190巷1 ~ 30號,25.0679835,121.5801663,內湖區,105,6,3,12
624,1270,住宅竊盜,1051220,16~18,台北市中正區文祥里信義路2段61 ~ 90號,25.034799,121.52618,中正區,105,14,10,12
625,1271,住宅竊盜,1051220,19~21,台北市北投區文林北路244巷31 ~ 60號,25.1091187,121.5142941,北投區,105,14,1,12
626,1272,住宅竊盜,1051220,22~24,台北市內湖區內湖路1段225巷1弄1 ~ 30號,25.0829267,121.5649474,內湖區,105,9,0,12
627,1273,住宅竊盜,1051222,16~18,台北市內湖區康寧路3段265巷1 ~ 30號,25.0665095,121.611692,內湖區,105,15,3,12
628,1274,住宅竊盜,1051222,19~21,台北市信義區五常里永吉路225巷32弄1 ~ 30號,25.047144,121.573118,信義區,105,24,70,12
629,1275,住宅竊盜,1051223,13~15,台北市文山區興福里15鄰景華街121巷7弄1 ~ 30號,24.996212,121.5467867,文山區,105,13,4,12
630,1276,住宅竊盜,1051224,01~03,台北市萬華區貴陽街2段211 ~ 240號,25.0401391,121.4990321,萬華區,105,20,8,12
631,1277,住宅竊盜,1051224,13~15,台北市北投區榮華里榮華一路7巷1 ~ 30號,25.111928,121.5242089,北投區,105,32,3,12
632,1278,住宅竊盜,1051224,19~21,台北市萬華區中華路364巷1 ~ 30號,25.0287765,121.5044408,萬華區,105,38,62,12
633,1279,住宅竊盜,1051225,10~12,台北市士林區天玉里天母北路1 ~ 30號,25.118868,121.526361,士林區,105,21,0,12
634,1281,住宅竊盜,1051226,01~03,台北市士林區德行里中山北路5段811巷1 ~ 30號,25.1011719,121.525735,士林區,105,15,71,12
635,1280,住宅竊盜,1051226,01~03,台北市士林區德行里中山北路5段811巷1 ~ 30號,25.1011719,121.525735,士林區,105,15,71,12
636,1282,住宅竊盜,1051226,07~09,台北市中山區中山北路1段121巷1 ~ 30號,25.051326,121.522739,中山區,105,29,106,12
637,1283,住宅竊盜,1051226,19~21,台北市中山區復興北路91 ~ 120號,25.0516758,121.5441167,中山區,105,16,156,12
638,1284,住宅竊盜,1051227,13~15,台北市大安區古風里泰順街60巷18弄1 ~ 30號,25.022174,121.5299204,大安區,105,17,70,12
639,1285,住宅竊盜,1051228,10~12,台北市北投區榮光里西安街1段313巷16弄31 ~ 60號,25.1146585,121.5148223,北投區,105,26,2,12
640,1286,住宅竊盜,1051229,10~12,台北市大安區臨江里通化街101巷31 ~ 60號,25.0294061,121.555591,大安區,105,37,70,12
641,1287,住宅竊盜,1051229,22~24,台北市士林區聖山里19鄰忠誠路1段147巷1 ~ 30號,25.106244,121.530126,士林區,105,25,24,12
642,1288,住宅竊盜,1051230,01~03,台北市萬華區萬大路486巷37弄1 ~ 30號,25.019974,121.496321,萬華區,105,14,5,12
643,1289,住宅竊盜,1051231,19~21,台北市士林區忠誠里忠誠路1段91 ~ 120號,25.1055735,121.5286572,士林區,105,26,35,12
