,no,type,date,time,address,lat,lng,dist,year,times,totalSurv,month
1,647,住宅竊盜,1050101,01~03,台北市文山區木新里21鄰保儀路109巷1~30號,24.986165,121.569067,文山區,105,10,56,1
2,648,住宅竊盜,1050101,19~21,台北市松山區濱江街430巷1~30號,25.0705036,121.562203,松山區,105,5,0,1
3,650,住宅竊盜,1050101,22~24,台北市士林區中山北路7段14巷61 ~ 90號,25.1186097,121.5314528,士林區,105,28,0,1
4,651,住宅竊盜,1050101,22~24,台北市內湖區康樂街110巷16弄1 ~ 30號,25.070656,121.6182918,內湖區,105,19,3,1
5,649,住宅竊盜,1050101,22~24,台北市中山區錦州街31~60號,25.0604257,121.5264588,中山區,105,45,219,1
6,652,住宅竊盜,1050102,10~12,台北市中正區龍興里三元街1 ~ 30號,25.0298591,121.5085418,中正區,105,40,85,1
7,653,住宅竊盜,1050102,16~18,台北市中山區松江路235巷1~30號,25.0589871,121.5338425,中山區,105,40,199,1
8,654,住宅竊盜,1050102,19~21,台北市中正區愛國西路1~30號,25.0356043,121.5142953,中正區,105,17,130,1
9,655,住宅竊盜,1050103,13~15,台北市信義區興隆里逸仙路50巷1~30號,25.0406161,121.5630199,信義區,105,20,93,1
10,656,住宅竊盜,1050103,16~18,台北市大安區錦華里杭州南路二段93巷1~30號,25.0284647,121.5229502,大安區,105,22,61,1
11,657,住宅竊盜,1050103,19~21,台北市中山區新生北路二段58巷1~30號,25.0552809,121.5270131,中山區,105,41,152,1
12,658,住宅竊盜,1050104,07~09,台北市內湖區康樂街136巷29弄31~60號,25.072837,121.617992,內湖區,105,19,2,1
13,659,住宅竊盜,1050104,19~21,台北市大安區虎嘯里敦化南路二段151~180號,25.0236949,121.5483457,大安區,105,25,132,1
14,660,住宅竊盜,1050104,22~24,台北市松山區南京東路五段251巷46弄1~30號,25.0537829,121.5650655,松山區,105,28,144,1
15,661,住宅竊盜,1050105,13~15,台北市內湖區康寧路一段301~330號,25.0788957,121.5990773,內湖區,105,10,0,1
16,662,住宅竊盜,1050106,01~03,台北市文山區順興里9鄰木新路二段158巷1弄1~30號,24.983716,121.567081,文山區,105,13,55,1
17,663,住宅竊盜,1050106,10~12,台北市中正區南福里寧波西街1~30號,25.0310232,121.5182374,中正區,105,23,57,1
18,664,住宅竊盜,1050107,13~15,台北市士林區蘭興里德行東路1~30號,25.1096146,121.5335159,士林區,105,20,5,1
19,665,住宅竊盜,1050107,16~18,台北市士林區蘭興里德行東路1~30號,25.1096146,121.5335159,士林區,105,20,5,1
20,666,住宅竊盜,1050107,19~21,台北市信義區五常里永吉路181~210號,25.045853,121.571964,信義區,105,21,68,1
21,667,住宅竊盜,1050108,22~24,台北市文山區萬隆里羅斯福路五段211~240號,25.0013529,121.538933,文山區,105,14,15,1
22,668,住宅竊盜,1050109,22~24,台北市南港區鴻福里玉成街241~270號,25.0429569,121.5856511,南港區,105,23,1,1
23,669,住宅竊盜,1050110,04~06,台北市文山區萬盛里萬盛街91~120號,25.0055973,121.5427974,文山區,105,10,23,1
24,670,住宅竊盜,1050110,07~09,台北市北投區奇岩里公館路85巷2弄1~30號,25.1302713,121.505726,北投區,105,12,90,1
25,671,住宅竊盜,1050110,16~18,台北市內湖區康樂街136巷30弄1~30號,25.0719275,121.6177786,內湖區,105,19,3,1
26,672,住宅竊盜,1050110,19~21,台北市松山區南京東路五段250巷2弄1~30號,25.0508381,121.5662339,松山區,105,27,149,1
27,673,住宅竊盜,1050111,16~18,台北市士林區葫蘆里延平北路五段241~270號,25.0846082,121.5097287,士林區,105,20,160,1
28,674,住宅竊盜,1050111,16~18,台北市萬華區康定路1~30號,25.0461223,121.5034365,萬華區,105,14,70,1
29,675,住宅竊盜,1050111,19~21,台北市士林區蘭雅里德行東路1~30號,25.1078563,121.5282451,士林區,105,25,8,1
30,676,住宅竊盜,1050112,07~09,台北市士林區天和里天母東路91巷1~30號,25.1188692,121.5357943,士林區,105,22,0,1
31,677,住宅竊盜,1050113,04~06,台北市內湖區康樂街220巷2弄1~30號,25.0760699,121.6203077,內湖區,105,15,1,1
32,678,住宅竊盜,1050113,10~12,台北市大同區至聖里民族西路187巷1~30號,25.0689233,121.5149307,大同區,105,19,336,1
33,679,住宅竊盜,1050113,16~18,台北市北投區承德路七段361~390號,25.118422,121.5025621,北投區,105,8,27,1
34,680,住宅竊盜,1050113,22~24,台北市南港區九如里研究院路三段10巷1~30號,25.0351181,121.6139605,南港區,105,5,1,1
35,681,住宅竊盜,1050114,10~12,台北市大同區雙連里重慶北路二段2巷151~180號,25.058404,121.513825,大同區,105,20,276,1
36,682,住宅竊盜,1050114,22~24,台北市中山區明水路541~570號,25.078471,121.551841,中山區,105,5,0,1
37,683,住宅竊盜,1050115,07~09,台北市南港區合成里忠孝東路六段61~90號,25.0475451,121.5844094,南港區,105,17,15,1
38,684,住宅竊盜,1050115,10~12,台北市文山區忠順里14鄰興隆路四段145巷83弄1~30號,24.9851891,121.5619975,文山區,105,16,58,1
39,685,住宅竊盜,1050116,10~12,台北市內湖區金湖路331~360號,25.0735206,121.6035672,內湖區,105,6,1,1
40,686,住宅竊盜,1050116,16~18,台北市北投區開明里復興四路1~30號,25.142415,121.500983,北投區,105,16,105,1
41,687,住宅竊盜,1050117,13~15,台北市大安區民輝里八德路2段10巷1 ~ 30號,25.0443981,121.5342663,大安區,105,9,81,1
42,688,住宅竊盜,1050118,19~21,台北市內湖區金湖路1~30號,25.0838795,121.5950595,內湖區,105,11,0,1
43,689,住宅竊盜,1050119,01~03,台北市中山區北安路630巷9弄1~30號,25.083078,121.549491,中山區,105,8,0,1
44,690,住宅竊盜,1050119,13~15,台北市大同區寧夏路121~150號,25.0603444,121.5146484,大同區,105,19,308,1
45,691,住宅竊盜,1050119,16~18,台北市文山區興得里興隆路三段31~60號,24.999923,121.5560868,文山區,105,5,2,1
46,692,住宅竊盜,1050120,07~09,台北市萬華區莒光路271~300號,25.030969,121.4998965,萬華區,105,48,53,1
47,693,住宅竊盜,1050120,10~12,台北市大安區義安里敦化南路2段81巷31~60號,25.0300712,121.5501083,大安區,105,35,70,1
48,694,住宅竊盜,1050121,13~15,台北市士林區陽明里凱旋路61~90號,25.1356747,121.5434613,士林區,105,2,1,1
49,695,住宅竊盜,1050122,16~18,台北市松山區南京東路五段291巷6弄1~30號,25.0520489,121.5658489,松山區,105,29,149,1
50,696,住宅竊盜,1050122,22~24,台北市北投區智仁里中和街481~510號,25.1450942,121.4953451,北投區,105,13,66,1
51,697,住宅竊盜,1050123,07~09,台北市信義區雙和里吳興街284巷24弄61~90號,25.02295,121.561644,信義區,105,21,78,1
52,698,住宅竊盜,1050124,13~15,台北市文山區興昌里辛亥路四段101巷140弄1~30號,25.006564,121.561958,文山區,105,3,6,1
53,699,住宅竊盜,1050124,19~21,台北市中山區民生西路45巷9弄1~30號,25.0590931,121.5209727,中山區,105,39,215,1
54,700,住宅竊盜,1050125,07~09,台北市內湖區安康路434巷20弄1~30號,25.0665728,121.615505,內湖區,105,16,3,1
55,702,住宅竊盜,1050125,10~12,台北市北投區中庸里雙全街62巷1~30號,25.1375139,121.5006811,北投區,105,20,132,1
56,703,住宅竊盜,1050125,10~12,台北市中正區黎明里重慶南路一段1~30號,25.0457944,121.5131252,中正區,105,17,159,1
57,701,住宅竊盜,1050125,10~12,台北市大安區黎和里和平東路三段416巷25弄1~30號,25.0177844,121.5585051,大安區,105,9,89,1
58,704,住宅竊盜,1050126,07~09,台北市士林區百齡里8鄰福港街259巷1~30號,25.0840298,121.5191696,士林區,105,16,165,1
59,705,住宅竊盜,1050126,16~18,台北市松山區三民路96巷1~30號,25.0571965,121.5637527,松山區,105,26,108,1
60,706,住宅竊盜,1050127,13~15,台北市北投區立賢里實踐街5巷1~30號,25.1147564,121.5075454,北投區,105,16,11,1
61,707,住宅竊盜,1050128,13~15,台北市內湖區碧山里7鄰內湖路三段60巷12弄61~90號,25.0889762,121.5919685,內湖區,105,9,0,1
62,708,住宅竊盜,1050128,19~21,台北市士林區福順里延平北路五段121~150號,25.0824998,121.5104478,士林區,105,17,162,1
63,709,住宅竊盜,1050129,04~06,台北市內湖區新明路380巷6弄1~30號,25.0556152,121.5799871,內湖區,105,6,16,1
64,710,住宅竊盜,1050129,13~15,台北市北投區中央里中正街49巷31弄31~60號,25.1312991,121.5002451,北投區,105,16,113,1
65,711,住宅竊盜,1050129,16~18,台北市松山區南京東路五段291巷19弄31~60號,25.0525428,121.5673399,松山區,105,27,140,1
66,712,住宅竊盜,1050129,22~24,台北市內湖區文德路208巷6弄1~30號,25.0779473,121.5832624,內湖區,105,13,0,1
67,713,住宅竊盜,1050130,10~12,台北市大安區黎孝里和平東路三段271~300號,25.0223056,121.5550507,大安區,105,24,121,1
68,714,住宅竊盜,1050130,22~24,台北市信義區忠孝東路四段481~510號,25.0413471,121.5604148,信義區,105,21,133,1
69,715,住宅竊盜,1050131,10~12,台北市中山區民權東路三段61~90號,25.0625501,121.5432045,中山區,105,25,61,1
70,716,住宅竊盜,1050131,22~24,台北市中山區林森北路107巷31~60號,25.0502007,121.526122,中山區,105,25,95,1
71,717,住宅竊盜,1050201,19~21,台北市松山區南京東路五段181~210號,25.051672,121.5635343,松山區,105,28,173,2
72,718,住宅竊盜,1050202,19~21,台北市南港區九如里研究院路三段10巷1~30號,25.0351181,121.6139605,南港區,105,5,1,2
73,719,住宅竊盜,1050203,04~06,台北市大同區玉泉里西寧北路86巷1~30號,25.052127,121.508659,大同區,105,18,171,2
74,720,住宅竊盜,1050203,07~09,台北市中山區新生北路三段87巷1~30號,25.0674623,121.5281723,中山區,105,26,203,2
75,721,住宅竊盜,1050203,10~12,台北市松山區南京東路五段389巷11弄1~30號,25.0525075,121.5694162,松山區,105,27,123,2
76,722,住宅竊盜,1050203,19~21,台北市南港區仁福里福德街373巷31~60號,25.0393131,121.591729,南港區,105,17,0,2
77,723,住宅竊盜,1050204,13~15,台北市文山區萬隆里萬隆街61~90號,25.0004769,121.5366,文山區,105,13,16,2
78,724,住宅竊盜,1050205,07~09,台北市中山區新生北路二段127巷31~60號,25.0599131,121.5294355,中山區,105,45,219,2
79,725,住宅竊盜,1050205,16~18,台北市士林區天壽里中山北路六段441巷1~30號,25.1166112,121.5269877,士林區,105,27,0,2
80,726,住宅竊盜,1050207,07~09,台北市中山區中山北路一段33巷1~30號,25.0488445,121.5215875,中山區,105,22,96,2
81,727,住宅竊盜,1050207,16~18,台北市大安區錦安里麗水街17巷1~30號,25.029318,121.529317,大安區,105,17,46,2
82,728,住宅竊盜,1050208,19~21,台北市大安區臨江里5鄰通化街123巷31~60號,25.0291,121.5552927,大安區,105,38,74,2
83,729,住宅竊盜,1050209,10~12,台北市內湖區成功路二段250巷1~30號,25.065579,121.593307,內湖區,105,12,0,2
84,730,住宅竊盜,1050209,22~24,台北市大安區通安里17鄰通化街170巷1~30號,25.0280983,121.5531974,大安區,105,38,101,2
85,732,住宅竊盜,1050210,07~09,台北市松山區精忠里民生東路四段55巷1~30號,25.058693,121.550412,松山區,105,11,33,2
86,731,住宅竊盜,1050210,07~09,台北市萬華區大理街160巷23弄1~30號,25.0321164,121.4937201,萬華區,105,22,6,2
87,733,住宅竊盜,1050210,13~15,台北市士林區福中里12鄰通河東街一段124巷1~30號,25.086729,121.516191,士林區,105,19,202,2
88,734,住宅竊盜,1050210,19~21,台北市士林區天和里中山北路七段114巷61弄1~30號,25.1232584,121.5353689,士林區,105,14,0,2
89,735,住宅竊盜,1050211,10~12,台北市中山區民生東路二段147巷5弄1~30號,25.0592981,121.5349425,中山區,105,38,196,2
90,736,住宅竊盜,1050212,01~03,台北市士林區福林里10鄰中山北路五段280巷1~30號,25.0871695,121.5284313,士林區,105,7,90,2
91,737,住宅竊盜,1050212,16~18,台北市萬華區三水街61~90號,25.035749,121.5036988,萬華區,105,30,74,2
92,738,住宅竊盜,1050213,19~21,台北市信義區正和里光復南路421巷91~120號,25.0362022,121.5596316,信義區,105,32,46,2
93,739,住宅竊盜,1050214,19~21,台北市南港區東新里向陽路120巷2弄1~30號,25.0546952,121.5970372,南港區,105,10,3,2
94,740,住宅竊盜,1050217,01~03,台北市中正區水源里羅斯福路四段52巷16弄1~30號,25.0154208,121.5333586,中正區,105,9,75,2
95,741,住宅竊盜,1050217,10~12,台北市中山區吉林路199巷1~30號,25.060046,121.5310239,中山區,105,43,211,2
96,742,住宅竊盜,1050217,16~18,台北市北投區吉利里石牌路一段39巷120弄1~30號,25.1170666,121.50986,北投區,105,21,20,2
97,743,住宅竊盜,1050218,01~03,台北市中山區農安街1~30號,25.065211,121.5293055,中山區,105,38,208,2
98,744,住宅竊盜,1050218,01~03,台北市中山區民權東路二段152巷6弄1~30號,25.0614617,121.5351353,中山區,105,41,214,2
99,745,住宅竊盜,1050219,13~15,台北市松山區市民大道五段121~150號,25.04785,121.563391,松山區,105,31,190,2
100,746,住宅竊盜,1050219,16~18,台北市中山區伊通街99巷15之1~30號,25.0533244,121.5358699,中山區,105,22,199,2
101,747,住宅竊盜,1050220,01~03,台北市士林區福順里重慶北路四段61~90號,25.0824444,121.5129481,士林區,105,22,187,2
102,748,住宅竊盜,1050220,07~09,台北市內湖區港富里18鄰內湖路一段737巷91~120號,25.0824259,121.5792856,內湖區,105,12,0,2
103,749,住宅竊盜,1050220,19~21,台北市萬華區大理街159巷3弄1~30號,25.0349693,121.4960952,萬華區,105,28,10,2
104,750,住宅竊盜,1050221,07~09,台北市萬華區萬大路277巷31~60號,25.0254234,121.5017454,萬華區,105,37,39,2
105,751,住宅竊盜,1050222,10~12,台北市萬華區萬大路486巷37弄1~30號,25.019974,121.496321,萬華區,105,14,5,2
106,752,住宅竊盜,1050223,04~06,台北市中正區愛國里9鄰延平南路258巷1~30號,25.0330108,121.5071735,中正區,105,38,77,2
107,753,住宅竊盜,1050223,13~15,台北市北投區福興里自強街5巷91~120號,25.1125655,121.5108837,北投區,105,18,2,2
108,754,住宅竊盜,1050224,13~15,台北市士林區後港里大南路391~420號,25.090054,121.51623,士林區,105,15,164,2
109,755,住宅竊盜,1050225,10~12,台北市文山區辛亥路六段31~60號,24.9900226,121.5525456,文山區,105,9,8,2
110,756,住宅竊盜,1050225,22~24,台北市內湖區新明路219巷2弄1~30號,25.0578054,121.5878483,內湖區,105,10,3,2
111,757,住宅竊盜,1050226,07~09,台北市中正區文盛里羅斯福路三段316巷9弄1~30號,25.015572,121.531843,中正區,105,11,68,2
112,758,住宅竊盜,1050226,10~12,台北市大安區正聲里仁愛路四段391~420號,25.0373755,121.5577625,大安區,105,34,64,2
113,759,住宅竊盜,1050227,10~12,台北市萬華區中華路2段364巷1 ~ 30號,25.0287765,121.5044408,萬華區,105,38,62,2
114,760,住宅竊盜,1050227,19~21,台北市萬華區中華路二段416巷61~90號,25.0267642,121.5031259,萬華區,105,38,47,2
115,761,住宅竊盜,1050228,16~18,台北市中山區新生北路二段27巷1~30號,25.0538935,121.5270172,中山區,105,37,143,2
116,762,住宅竊盜,1050301,10~12,台北市松山區東新街54巷1~30號,25.061762,121.565405,松山區,105,12,42,3
117,763,住宅竊盜,1050302,13~15,台北市大同區市民大道一段181~210號,25.0488651,121.5164017,大同區,105,22,192,3
118,764,住宅竊盜,1050303,01~03,台北市士林區社新里6鄰社子街31~60號,25.0876342,121.507867,士林區,105,18,141,3
119,765,住宅竊盜,1050303,07~09,台北市北投區吉慶里承德路七段164巷1~30號,25.1133394,121.5087473,北投區,105,17,6,3
120,766,住宅竊盜,1050304,07~09,台北市中山區民族東路31~60號,25.066597,121.538439,中山區,105,25,172,3
121,767,住宅竊盜,1050304,10~12,台北市北投區開明里復興四路8巷1~30號,25.141831,121.50008,北投區,105,16,114,3
122,768,住宅竊盜,1050305,22~24,台北市士林區天壽里16鄰天母西路31~60號,25.1184916,121.5243532,士林區,105,19,0,3
123,769,住宅竊盜,1050306,01~03,台北市大同區至聖里大龍街241 ~ 270號,25.0710797,121.5159334,大同區,105,18,304,3
124,770,住宅竊盜,1050306,10~12,台北市中山區龍江路295巷1~30號,25.0607962,121.5411244,中山區,105,29,105,3
125,771,住宅竊盜,1050307,16~18,台北市內湖區內湖路二段301~330號,25.0826133,121.5910052,內湖區,105,14,0,3
126,772,住宅竊盜,1050307,22~24,台北市大安區建倫里22鄰忠孝東路四段170巷17弄1~30號,25.0400232,121.5508746,大安區,105,32,121,3
127,773,住宅竊盜,1050308,01~03,台北市文山區景慶里景福街242巷1~30號,24.9933972,121.5397461,文山區,105,11,10,3
128,774,住宅竊盜,1050308,10~12,台北市中正區南福里羅斯福路一段90巷1~30號,25.0299644,121.5196848,中正區,105,24,60,3
129,775,住宅竊盜,1050308,13~15,台北市內湖區新富街31~60號,25.0590407,121.5832767,內湖區,105,10,4,3
130,776,住宅竊盜,1050310,13~15,台北市萬華區大理街31~60號,25.0346823,121.5020786,萬華區,105,34,54,3
131,777,住宅竊盜,1050310,16~18,台北市大安區光武里24鄰復興南路一段135巷1~30號,25.0428162,121.5442226,大安區,105,16,106,3
132,778,住宅竊盜,1050311,01~03,台北市士林區社新里社子街112巷20弄1~30號,25.0875794,121.5052877,士林區,105,15,129,3
133,779,住宅竊盜,1050311,01~03,台北市士林區社新里19鄰社子街22巷65弄1~30號,25.0868967,121.5057126,士林區,105,15,133,3
134,780,住宅竊盜,1050312,01~03,台北市松山區寶清街1~30號,25.0496729,121.5691247,松山區,105,28,139,3
135,781,住宅竊盜,1050313,07~09,台北市松山區南京東路五段251巷22弄31~60號,25.051926,121.5642637,松山區,105,26,165,3
136,782,住宅竊盜,1050314,16~18,台北市士林區蘭興里德行西路93巷6弄1~30號,25.105136,121.521093,士林區,105,17,32,3
137,783,住宅竊盜,1050314,16~18,台北市信義區六合里信義路五段150巷391~420號,25.0244688,121.5710908,信義區,105,8,1,3
138,784,住宅竊盜,1050314,19~21,台北市中山區錦州街31~60號,25.0604257,121.5264588,中山區,105,45,219,3
139,785,住宅竊盜,1050314,19~21,台北市中山區林森北路391~420號,25.0586777,121.5257019,中山區,105,45,205,3
140,786,住宅竊盜,1050314,22~24,台北市中山區市民大道三段121~150號,25.0449154,121.5384536,中山區,105,14,113,3
141,787,住宅竊盜,1050315,13~15,台北市中山區中山北路一段33巷31~60號,25.048525,121.523245,中山區,105,19,84,3
142,788,住宅竊盜,1050316,07~09,台北市士林區永福里莊頂路91~120號,25.1105764,121.5523084,士林區,105,1,0,3
143,789,住宅竊盜,1050316,19~21,台北市北投區開明里中和街278巷13樓,25.1405133,121.500724,北投區,105,18,123,3
144,790,住宅竊盜,1050317,07~09,台北市中正區南福里羅斯福路二段8巷14弄1~30號,25.0284444,121.5203713,中正區,105,23,60,3
145,791,住宅竊盜,1050318,07~09,台北市大安區群賢里和平東路2段301 ~ 330號,25.0250135,121.5448232,大安區,105,18,105,3
146,792,住宅竊盜,1050318,22~24,台北市中山區林森北路391~420號,25.0586777,121.5257019,中山區,105,45,205,3
147,793,住宅竊盜,1050320,13~15,台北市中正區水源里汀州路三段230巷25弄1~30號,25.0107676,121.5330347,中正區,105,9,44,3
148,794,住宅竊盜,1050320,16~18,台北市中山區中山北路一段33巷20弄1~30號,25.080659,121.526509,中山區,105,8,76,3
149,795,住宅竊盜,1050321,10~12,台北市士林區天母里天母北路87巷2弄1~30號,25.12252,121.526962,士林區,105,21,0,3
150,796,住宅竊盜,1050321,22~24,台北市中山區中山北路二段137巷24之1~30號,25.0613344,121.524635,中山區,105,44,229,3
151,797,住宅竊盜,1050322,16~18,台北市大安區建倫里安和路一段31~60號,25.0388533,121.5506081,大安區,105,32,100,3
152,798,住宅竊盜,1050323,01~03,台北市士林區天祿里士東路91巷1~30號,25.1125094,121.5289962,士林區,105,31,3,3
153,799,住宅竊盜,1050323,22~24,台北市中正區頂東里羅斯福路三段58巷1~30號,25.0221677,121.5258721,中正區,105,19,63,3
154,800,住宅竊盜,1050324,19~21,台北市中山區長春路91~120號,25.0548889,121.5288284,中山區,105,42,157,3
156,802,住宅竊盜,1050328,19~21,台北市萬華區長泰街241~270號,25.0214346,121.4946658,萬華區,105,14,8,3
157,803,住宅竊盜,1050328,22~24,台北市大安區德安里敦化南路1段331 ~ 360號,25.0339724,121.5483704,大安區,105,36,27,3
158,804,住宅竊盜,1050330,10~12,台北市內湖區文德路22巷16弄1~30號,25.0774328,121.5800252,內湖區,105,13,0,3
159,805,住宅竊盜,1050330,22~24,台北市北投區中庸里大業路691 ~ 720號,25.1371817,121.5001847,北投區,105,19,130,3
160,806,住宅竊盜,1050331,22~24,台北市士林區臨溪里至善路二段323巷1~30號,25.0981643,121.5412173,士林區,105,3,14,3
161,807,住宅竊盜,1050401,16~18,台北市萬華區頂碩里7鄰大埔街1~30號,25.0324182,121.5044328,萬華區,105,38,62,4
162,808,住宅竊盜,1050401,22~24,台北市信義區永吉里松山路151~180號,25.046597,121.578015,信義區,105,23,26,4
163,809,住宅竊盜,1050402,19~21,台北市信義區大道里中坡南路1~30號,25.0431247,121.5829969,信義區,105,22,9,4
164,810,住宅竊盜,1050403,13~15,台北市萬華區青年路31~60號,25.0254958,121.5046556,萬華區,105,32,44,4
165,811,住宅竊盜,1050403,13~15,台北市萬華區青年路31~60號,25.0254958,121.5046556,萬華區,105,32,44,4
166,812,住宅竊盜,1050403,16~18,台北市北投區榮華里富貴一路1巷1~30號,25.1140843,121.5238046,北投區,105,23,0,4
167,813,住宅竊盜,1050403,19~21,台北市萬華區廣州街61~90號,25.0364893,121.5025694,萬華區,105,30,67,4
168,814,住宅竊盜,1050404,07~09,台北市北投區中央里中央南路一段102巷1~30號,25.131082,121.500088,北投區,105,16,112,4
169,815,住宅竊盜,1050404,10~12,台北市北投區石牌里明德路67巷1~30號,25.1084302,121.5182688,北投區,105,15,2,4
170,816,住宅竊盜,1050405,22~24,台北市大安區錦泰里7鄰杭州南路二段61巷1~30號,25.0303916,121.5223252,大安區,105,24,57,4
171,817,住宅竊盜,1050406,16~18,台北市大同區景星里迪化街2段61 ~ 90號,25.0655341,121.5094466,大同區,105,15,293,4
172,818,住宅竊盜,1050407,07~09,台北市文山區興旺里10鄰福興路4巷7弄1~30號,25.0039003,121.5520159,文山區,105,6,4,4
173,819,住宅竊盜,1050407,10~12,台北市中正區南門里延平南路181~210號,25.0342563,121.5075713,中正區,105,35,92,4
174,820,住宅竊盜,1050407,13~15,台北市大同區蓬萊里大龍街181~210號,25.069009,121.516003,大同區,105,20,338,4
175,821,住宅竊盜,1050408,13~15,台北市大同區光能里寧夏路31~60號,25.0567183,121.515374,大同區,105,21,226,4
176,823,住宅竊盜,1050408,19~21,台北市松山區民生東路三段112巷7弄1~30號,25.056694,121.546333,松山區,105,15,90,4
177,822,住宅竊盜,1050408,19~21,台北市南港區舊莊里合順街8巷5弄31~60號,25.04224,121.619349,南港區,105,10,2,4
178,824,住宅竊盜,1050409,19~21,台北市萬華區新和里19鄰中華路二段416巷61~90號,25.0275063,121.5030806,萬華區,105,39,52,4
179,825,住宅竊盜,1050410,01~03,台北市文山區華興里24鄰富山路1~30號,24.988767,121.552995,文山區,105,9,9,4
180,826,住宅竊盜,1050410,16~18,台北市松山區南京東路五段391~420號,25.0515093,121.5693895,松山區,105,27,126,4
181,827,住宅竊盜,1050410,22~24,台北市內湖區康寧路三段99巷10弄1~30號,25.0723414,121.6105088,內湖區,105,18,2,4
182,828,住宅竊盜,1050411,19~21,台北市內湖區成功路三段91~120號,25.0786078,121.589824,內湖區,105,13,0,4
183,829,住宅竊盜,1050413,19~21,台北市士林區福華里12鄰承德路四段40巷121~150號,25.081763,121.520467,士林區,105,13,143,4
184,831,住宅竊盜,1050414,01~03,台北市松山區寶清街1~30號,25.0496729,121.5691247,松山區,105,28,139,4
185,830,住宅竊盜,1050414,01~03,台北市中山區松江路37巷1~30號,25.0476381,121.5333815,中山區,105,14,109,4
186,832,住宅竊盜,1050414,07~09,台北市文山區興業里興隆路2段181 ~ 210號,25.0013549,121.552199,文山區,105,5,2,4
187,833,住宅竊盜,1050414,19~21,台北市士林區社子里中正路601~630號,25.086769,121.508438,士林區,105,18,157,4
188,835,住宅竊盜,1050415,10~12,台北市大安區光信里光復南路451 ~ 480號,25.0351258,121.5573928,大安區,105,39,51,4
189,834,住宅竊盜,1050415,10~12,台北市大安區古風里師大路31~60號,25.0245266,121.528199,大安區,105,15,65,4
190,836,住宅竊盜,1050416,01~03,台北市士林區聖山里15鄰德行東路190巷6弄1~30號,25.1077034,121.5313827,士林區,105,23,10,4
191,837,住宅竊盜,1050416,07~09,台北市北投區湖山里紗帽路1~30號,25.139911,121.533058,北投區,105,2,5,4
192,838,住宅竊盜,1050416,22~24,台北市中正區永昌里汀州路一段242巷1~30號,25.0272215,121.5102955,中正區,105,34,90,4
193,839,住宅竊盜,1050418,22~24,台北市中正區永功里汀州路1段312巷1 ~ 30號,25.0259702,121.5119463,中正區,105,29,77,4
194,840,住宅竊盜,1050419,01~03,台北市中正區永昌里汀州路一段211~240號,25.0273402,121.5101562,中正區,105,33,91,4
195,843,住宅竊盜,1050419,19~21,台北市北投區永明里立農街二段202巷2弄1~30號,25.1180993,121.51405,北投區,105,20,3,4
196,842,住宅竊盜,1050419,19~21,台北市大同區永樂里民樂街1~30號,25.054353,121.510307,大同區,105,17,185,4
197,841,住宅竊盜,1050419,19~21,台北市文山區萬盛里羅斯福路五段53巷1~30號,25.0068444,121.5393967,文山區,105,9,34,4
199,845,住宅竊盜,1050420,19~21,台北市中正區永昌里汀州路一段242巷1~30號,25.0272215,121.5102955,中正區,105,34,90,4
200,846,住宅竊盜,1050421,01~03,台北市中山區民權東路二段135巷1~30號,25.0633209,121.5350811,中山區,105,38,190,4
201,847,住宅竊盜,1050421,16~18,台北市北投區永和里行義路140巷1~30號,25.129682,121.528045,北投區,105,9,0,4
202,848,住宅竊盜,1050423,04~06,台北市北投區文化里文化三路61~90號,25.1394116,121.4981165,北投區,105,19,125,4
203,849,住宅竊盜,1050424,04~06,台北市中正區頂東里晉江街124巷8弄1~30號,25.021838,121.5250716,中正區,105,19,64,4
204,850,住宅竊盜,1050424,07~09,台北市南港區百福里福德街339巷5弄1 ~ 30號,25.0385909,121.5900619,南港區,105,16,0,4
205,851,住宅竊盜,1050424,10~12,台北市信義區六藝里永吉路180巷70弄1 ~ 30號,25.0431834,121.570373,信義區,105,19,40,4
206,852,住宅竊盜,1050425,04~06,台北市中山區農安街1 ~ 30號,25.065211,121.5293055,中山區,105,38,208,4
207,853,住宅竊盜,1050425,10~12,台北市大安區仁愛里大安路一段106巷1~30號,25.0396433,121.5462231,大安區,105,20,80,4
208,854,住宅竊盜,1050425,10~12,台北市萬華區環河南路2段271 ~ 300號,25.031456,121.490665,萬華區,105,17,6,4
209,856,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號,25.123002,121.513702,北投區,105,15,14,4
210,857,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號,25.123002,121.513702,北投區,105,15,14,4
211,855,住宅竊盜,1050425,22~24,台北市松山區慶城街31~60號,25.054026,121.545534,松山區,105,16,137,4
212,858,住宅竊盜,1050426,04~06,台北市萬華區萬大路277巷31~60號,25.0254234,121.5017454,萬華區,105,37,39,4
213,859,住宅竊盜,1050426,13~15,台北市中山區吉林路161巷1~30號,25.0590072,121.5309119,中山區,105,43,202,4
214,861,住宅竊盜,1050427,04~06,台北市中山區林森北路119巷31~60號,25.0505507,121.5262629,中山區,105,24,98,4
215,860,住宅竊盜,1050427,04~06,台北市信義區大道里忠孝東路五段790巷25弄1~30號,25.0424718,121.5828219,信義區,105,23,7,4
216,862,住宅竊盜,1050427,07~09,台北市內湖區行善路361~390號,25.0638906,121.5853986,內湖區,105,14,0,4
